page_id,page_type,entropy,zero_ratio,run_length_score,file_path
84,zero,0.0,1.0,4096.0,pages/zero_84.bin
85,zero,0.0,1.0,4096.0,pages/zero_85.bin
86,zero,0.0033,0.9998,1365.3333,pages/zero_86.bin
87,zero,0.0033,0.9998,1365.3333,pages/zero_87.bin
88,zero,0.0,1.0,4096.0,pages/zero_88.bin
89,zero,0.0,1.0,4096.0,pages/zero_89.bin
90,zero,0.0,1.0,4096.0,pages/zero_90.bin
91,zero,0.0,1.0,4096.0,pages/zero_91.bin
92,zero,0.0033,0.9998,1365.3333,pages/zero_92.bin
93,zero,0.0,1.0,4096.0,pages/zero_93.bin
94,zero,0.0,1.0,4096.0,pages/zero_94.bin
95,zero,0.0033,0.9998,1365.3333,pages/zero_95.bin
96,zero,0.0,1.0,4096.0,pages/zero_96.bin
97,zero,0.0,1.0,4096.0,pages/zero_97.bin
98,zero,0.0,1.0,4096.0,pages/zero_98.bin
99,zero,0.0,1.0,4096.0,pages/zero_99.bin
100,zero,0.0,1.0,4096.0,pages/zero_100.bin
101,zero,0.0,1.0,4096.0,pages/zero_101.bin
102,zero,0.0,1.0,4096.0,pages/zero_102.bin
103,zero,0.0,1.0,4096.0,pages/zero_103.bin
104,zero,0.0,1.0,4096.0,pages/zero_104.bin
105,zero,0.0,1.0,4096.0,pages/zero_105.bin
106,zero,0.0,1.0,4096.0,pages/zero_106.bin
107,zero,0.0,1.0,4096.0,pages/zero_107.bin
108,zero,0.0,1.0,4096.0,pages/zero_108.bin
109,zero,0.0,1.0,4096.0,pages/zero_109.bin
110,zero,0.0033,0.9998,1365.3333,pages/zero_110.bin
111,zero,0.0,1.0,4096.0,pages/zero_111.bin
112,zero,0.0,1.0,4096.0,pages/zero_112.bin
113,zero,0.0,1.0,4096.0,pages/zero_113.bin
114,zero,0.0,1.0,4096.0,pages/zero_114.bin
115,zero,0.0,1.0,4096.0,pages/zero_115.bin
116,zero,0.0,1.0,4096.0,pages/zero_116.bin
117,zero,0.0,1.0,4096.0,pages/zero_117.bin
118,zero,0.0,1.0,4096.0,pages/zero_118.bin
119,zero,0.0033,0.9998,1365.3333,pages/zero_119.bin
120,zero,0.0,1.0,4096.0,pages/zero_120.bin
121,zero,0.0,1.0,4096.0,pages/zero_121.bin
122,zero,0.0,1.0,4096.0,pages/zero_122.bin
123,zero,0.0,1.0,4096.0,pages/zero_123.bin
124,zero,0.0,1.0,4096.0,pages/zero_124.bin
125,random,7.9567,0.0046,1.0032,pages/random_125.bin
126,random,7.9473,0.0046,1.0042,pages/random_126.bin
127,random,7.9596,0.0022,1.0032,pages/random_127.bin
128,random,7.9484,0.0022,1.0039,pages/random_128.bin
129,random,7.9574,0.0042,1.0039,pages/random_129.bin
130,random,7.9519,0.0054,1.0027,pages/random_130.bin
131,random,7.9622,0.0037,1.0052,pages/random_131.bin
132,random,7.9562,0.0029,1.0047,pages/random_132.bin
133,random,7.9539,0.0054,1.0029,pages/random_133.bin
134,random,7.9564,0.0042,1.0029,pages/random_134.bin
135,random,7.9569,0.0039,1.0044,pages/random_135.bin
136,random,7.9517,0.0027,1.0042,pages/random_136.bin
137,random,7.9558,0.0037,1.0047,pages/random_137.bin
138,random,7.9544,0.0042,1.0039,pages/random_138.bin
139,random,7.953,0.0024,1.0027,pages/random_139.bin
140,random,7.955,0.0034,1.0034,pages/random_140.bin
141,random,7.9576,0.0042,1.0024,pages/random_141.bin
142,random,7.9563,0.0029,1.0039,pages/random_142.bin
143,random,7.9482,0.0037,1.0042,pages/random_143.bin
144,random,7.958,0.0039,1.0039,pages/random_144.bin
145,random,7.9533,0.0037,1.0034,pages/random_145.bin
146,random,7.9614,0.0042,1.0039,pages/random_146.bin
147,random,7.948,0.0046,1.0037,pages/random_147.bin
148,random,7.9565,0.0051,1.0054,pages/random_148.bin
149,random,7.9567,0.0034,1.0032,pages/random_149.bin
150,random,7.9611,0.0049,1.0027,pages/random_150.bin
151,random,7.9542,0.0032,1.0064,pages/random_151.bin
152,random,7.9567,0.0068,1.0049,pages/random_152.bin
153,random,7.9592,0.0032,1.0024,pages/random_153.bin
154,random,7.9618,0.002,1.0037,pages/random_154.bin
155,random,7.9551,0.0044,1.0034,pages/random_155.bin
156,random,7.9572,0.0029,1.0039,pages/random_156.bin
157,random,7.959,0.0042,1.0047,pages/random_157.bin
158,random,7.9531,0.0042,1.0044,pages/random_158.bin
159,random,7.9528,0.0032,1.0047,pages/random_159.bin
160,random,7.9519,0.0042,1.0042,pages/random_160.bin
161,random,7.9504,0.0046,1.0039,pages/random_161.bin
162,random,7.9539,0.0044,1.0049,pages/random_162.bin
163,random,7.9579,0.0061,1.0047,pages/random_163.bin
164,random,7.9603,0.0042,1.0037,pages/random_164.bin
165,random,7.9532,0.0042,1.0032,pages/random_165.bin
166,random,7.9562,0.0027,1.0032,pages/random_166.bin
167,random,7.9546,0.0042,1.0049,pages/random_167.bin
168,random,7.9543,0.0029,1.0052,pages/random_168.bin
169,random,7.959,0.0017,1.0037,pages/random_169.bin
170,random,7.9557,0.0032,1.0029,pages/random_170.bin
171,random,7.9587,0.0039,1.0034,pages/random_171.bin
172,random,7.9579,0.0024,1.0027,pages/random_172.bin
173,random,7.9542,0.0032,1.0027,pages/random_173.bin
174,random,7.9537,0.0017,1.0034,pages/random_174.bin
175,random,7.9634,0.0039,1.0034,pages/random_175.bin
176,random,7.9557,0.0037,1.0042,pages/random_176.bin
177,random,7.9528,0.0044,1.0049,pages/random_177.bin
178,random,7.9549,0.0056,1.0047,pages/random_178.bin
179,random,7.9523,0.0027,1.0044,pages/random_179.bin
180,random,7.9518,0.0029,1.0056,pages/random_180.bin
181,random,7.9463,0.0034,1.0042,pages/random_181.bin
182,random,7.9544,0.0059,1.0049,pages/random_182.bin
183,random,7.952,0.0042,1.0029,pages/random_183.bin
184,random,7.9589,0.0032,1.0049,pages/random_184.bin
185,random,7.9585,0.0054,1.0024,pages/random_185.bin
186,random,7.9617,0.0046,1.0047,pages/random_186.bin
187,random,7.9503,0.0039,1.0047,pages/random_187.bin
188,random,7.9551,0.0034,1.0039,pages/random_188.bin
189,random,7.9573,0.0042,1.0054,pages/random_189.bin
190,random,7.9595,0.0061,1.002,pages/random_190.bin
191,random,7.9496,0.0054,1.0049,pages/random_191.bin
192,random,7.9548,0.0051,1.0032,pages/random_192.bin
193,random,7.9574,0.0073,1.0037,pages/random_193.bin
194,random,7.9523,0.0039,1.0042,pages/random_194.bin
195,random,7.9525,0.0054,1.0024,pages/random_195.bin
196,random,7.9546,0.0024,1.0037,pages/random_196.bin
197,random,7.9558,0.0032,1.0017,pages/random_197.bin
198,random,7.9566,0.0032,1.0047,pages/random_198.bin
199,random,7.9552,0.0034,1.0034,pages/random_199.bin
200,random,7.9522,0.0044,1.0052,pages/random_200.bin
201,random,7.9479,0.0037,1.0044,pages/random_201.bin
202,random,7.9583,0.0042,1.0047,pages/random_202.bin
203,random,7.958,0.0042,1.0034,pages/random_203.bin
204,random,7.957,0.0024,1.0034,pages/random_204.bin
205,random,7.9552,0.0037,1.0039,pages/random_205.bin
206,random,7.9573,0.0029,1.0044,pages/random_206.bin
207,random,7.9508,0.0042,1.0027,pages/random_207.bin
208,random,7.953,0.0044,1.0032,pages/random_208.bin
209,random,7.9538,0.0042,1.0027,pages/random_209.bin
210,random,7.9543,0.0037,1.0034,pages/random_210.bin
211,random,7.9593,0.0073,1.0034,pages/random_211.bin
212,random,7.9577,0.0066,1.0059,pages/random_212.bin
213,random,7.9531,0.0027,1.0034,pages/random_213.bin
214,random,7.9532,0.0034,1.0024,pages/random_214.bin
215,random,7.9551,0.0034,1.0032,pages/random_215.bin
216,random,7.9594,0.0039,1.0032,pages/random_216.bin
217,random,7.9568,0.0034,1.0047,pages/random_217.bin
218,random,7.9568,0.0042,1.0044,pages/random_218.bin
219,random,7.9594,0.0059,1.0034,pages/random_219.bin
220,random,7.9483,0.0037,1.0034,pages/random_220.bin
221,random,7.947,0.0032,1.0039,pages/random_221.bin
222,random,7.954,0.0044,1.0037,pages/random_222.bin
223,random,7.9541,0.0046,1.0039,pages/random_223.bin
224,random,7.9583,0.0039,1.0052,pages/random_224.bin
225,random,7.9583,0.0046,1.0049,pages/random_225.bin
226,random,7.9573,0.0051,1.0049,pages/random_226.bin
227,random,7.9528,0.0046,1.0037,pages/random_227.bin
228,random,7.9455,0.0039,1.0052,pages/random_228.bin
229,random,7.9561,0.0039,1.0034,pages/random_229.bin
230,random,7.9536,0.0042,1.0042,pages/random_230.bin
231,random,7.9547,0.0032,1.0054,pages/random_231.bin
232,random,7.9599,0.0022,1.0034,pages/random_232.bin
233,random,7.9504,0.0042,1.0039,pages/random_233.bin
234,random,7.9578,0.0049,1.0034,pages/random_234.bin
235,random,7.9531,0.0042,1.0024,pages/random_235.bin
236,random,7.9513,0.0044,1.0044,pages/random_236.bin
237,random,7.9537,0.002,1.0027,pages/random_237.bin
238,random,7.9568,0.0042,1.0017,pages/random_238.bin
239,random,7.9616,0.0049,1.0039,pages/random_239.bin
240,random,7.9548,0.0042,1.0042,pages/random_240.bin
241,random,7.9538,0.0046,1.0044,pages/random_241.bin
242,random,7.9607,0.0056,1.0034,pages/random_242.bin
243,random,7.9468,0.0034,1.0034,pages/random_243.bin
244,random,7.9606,0.0034,1.0027,pages/random_244.bin
245,random,7.9585,0.0051,1.0056,pages/random_245.bin
246,random,7.9515,0.0032,1.0039,pages/random_246.bin
247,random,7.9578,0.0032,1.0042,pages/random_247.bin
248,random,7.9611,0.0049,1.0032,pages/random_248.bin
249,random,7.9535,0.0037,1.0032,pages/random_249.bin
250,text,1.2514,0.8618,7.3012,pages/text_250.bin
251,text,1.1259,0.8789,8.569,pages/text_251.bin
252,text,0.8168,0.9163,12.2269,pages/text_252.bin
253,text,1.2726,0.8579,7.2367,pages/text_253.bin
254,text,4.9336,0.0,1.0468,pages/text_254.bin
255,text,4.297,0.0,1.0391,pages/text_255.bin
256,text,4.2926,0.0,1.0399,pages/text_256.bin
257,text,4.3334,0.0,1.0414,pages/text_257.bin
258,text,4.3068,0.0,1.0457,pages/text_258.bin
259,text,4.8625,0.0637,1.1064,pages/text_259.bin
260,text,4.8587,0.2361,1.4587,pages/text_260.bin
261,text,5.2912,0.0,1.0364,pages/text_261.bin
262,text,5.2805,0.0,1.0197,pages/text_262.bin
263,text,5.3204,0.0,1.0364,pages/text_263.bin
264,text,5.3046,0.0,1.0312,pages/text_264.bin
265,text,5.2913,0.0,1.0273,pages/text_265.bin
266,text,5.2681,0.0,1.0385,pages/text_266.bin
267,text,5.2823,0.0,1.0349,pages/text_267.bin
268,text,5.3029,0.0,1.0315,pages/text_268.bin
269,text,5.2625,0.0,1.0323,pages/text_269.bin
270,text,5.265,0.0,1.0357,pages/text_270.bin
271,text,5.2222,0.0,1.0323,pages/text_271.bin
272,text,5.3266,0.0,1.0284,pages/text_272.bin
273,text,5.3104,0.0,1.0328,pages/text_273.bin
274,text,5.2671,0.0,1.0271,pages/text_274.bin
275,text,5.3095,0.0,1.033,pages/text_275.bin
276,text,5.362,0.0,1.0336,pages/text_276.bin
277,text,5.3424,0.0,1.0304,pages/text_277.bin
278,text,5.2327,0.0,1.0299,pages/text_278.bin
279,text,5.3223,0.0,1.0338,pages/text_279.bin
280,text,5.3062,0.0,1.0328,pages/text_280.bin
281,text,5.2917,0.0,1.0286,pages/text_281.bin
282,text,5.2171,0.0,1.0312,pages/text_282.bin
283,text,5.2723,0.0,1.0375,pages/text_283.bin
284,text,5.3021,0.0,1.0289,pages/text_284.bin
285,text,5.3049,0.0,1.0338,pages/text_285.bin
286,text,5.1943,0.0,1.0279,pages/text_286.bin
287,text,5.1692,0.1558,1.2209,pages/text_287.bin
288,text,5.1984,0.0,1.0497,pages/text_288.bin
289,text,5.1725,0.0,1.0549,pages/text_289.bin
290,text,5.2361,0.0,1.0955,pages/text_290.bin
291,text,5.5765,0.0,1.114,pages/text_291.bin
292,text,5.5273,0.0,1.0697,pages/text_292.bin
293,text,5.4002,0.0,1.0742,pages/text_293.bin
294,text,5.3555,0.0,1.0281,pages/text_294.bin
295,text,5.4923,0.0,1.0457,pages/text_295.bin
296,text,5.4107,0.0,1.0407,pages/text_296.bin
297,text,5.4829,0.0,1.0307,pages/text_297.bin
298,text,5.4996,0.0,1.0304,pages/text_298.bin
299,text,5.245,0.0,1.1118,pages/text_299.bin
300,text,5.2881,0.0,1.1551,pages/text_300.bin
301,text,5.2142,0.0,1.1029,pages/text_301.bin
302,text,5.2155,0.0,1.092,pages/text_302.bin
303,text,4.5508,0.0,1.1548,pages/text_303.bin
304,text,5.1155,0.0,1.1161,pages/text_304.bin
305,text,5.4428,0.0,1.087,pages/text_305.bin
306,text,5.1474,0.0,1.139,pages/text_306.bin
307,text,4.974,0.2085,1.4247,pages/text_307.bin
308,text,3.9268,0.4111,1.7319,pages/text_308.bin
309,text,4.9559,0.0,1.087,pages/text_309.bin
310,text,5.444,0.0,1.0273,pages/text_310.bin
311,text,5.3569,0.0,1.0187,pages/text_311.bin
312,text,5.4941,0.0,1.0375,pages/text_312.bin
313,text,5.5497,0.0,1.038,pages/text_313.bin
314,text,5.3684,0.0,1.0276,pages/text_314.bin
315,text,5.3562,0.0,1.0261,pages/text_315.bin
316,text,5.3523,0.0,1.0176,pages/text_316.bin
317,text,5.4346,0.0,1.0232,pages/text_317.bin
318,text,5.2384,0.0,1.0161,pages/text_318.bin
319,text,5.2473,0.0,1.0174,pages/text_319.bin
320,text,5.3599,0.0,1.0375,pages/text_320.bin
321,text,5.3414,0.0,1.0393,pages/text_321.bin
322,text,5.3518,0.0,1.0378,pages/text_322.bin
323,text,5.3972,0.0,1.0263,pages/text_323.bin
324,text,5.4609,0.0,1.0289,pages/text_324.bin
325,text,5.3664,0.0,1.0207,pages/text_325.bin
326,text,5.1253,0.0,1.0199,pages/text_326.bin
327,text,5.347,0.0,1.0307,pages/text_327.bin
328,text,5.1622,0.0,1.0184,pages/text_328.bin
329,text,4.9741,0.0,1.0312,pages/text_329.bin
330,text,5.2142,0.0,1.0263,pages/text_330.bin
331,text,5.2397,0.0,1.0202,pages/text_331.bin
332,text,5.2755,0.0,1.0235,pages/text_332.bin
333,text,5.2787,0.0,1.0268,pages/text_333.bin
334,text,5.2142,0.0,1.0209,pages/text_334.bin
335,text,5.2288,0.0,1.0169,pages/text_335.bin
336,text,5.2034,0.0,1.0202,pages/text_336.bin
337,text,5.1171,0.0,1.0166,pages/text_337.bin
338,text,5.3445,0.0,1.0149,pages/text_338.bin
339,text,5.3062,0.0,1.0156,pages/text_339.bin
340,text,5.1349,0.0,1.022,pages/text_340.bin
341,text,5.443,0.0,1.0258,pages/text_341.bin
342,text,5.3706,0.0,1.0248,pages/text_342.bin
343,text,5.4229,0.0,1.0276,pages/text_343.bin
344,text,5.4147,0.0,1.0227,pages/text_344.bin
345,text,5.3171,0.0,1.0243,pages/text_345.bin
346,text,5.264,0.0,1.0169,pages/text_346.bin
347,text,5.4081,0.0,1.0273,pages/text_347.bin
348,text,5.359,0.0,1.0129,pages/text_348.bin
349,text,5.4066,0.0,1.0222,pages/text_349.bin
350,text,5.4223,0.0,1.0171,pages/text_350.bin
351,text,5.4222,0.0,1.0194,pages/text_351.bin
352,text,5.3832,0.0,1.0212,pages/text_352.bin
353,text,5.2927,0.0,1.0159,pages/text_353.bin
354,text,5.3521,0.0,1.0202,pages/text_354.bin
355,text,5.2971,0.0,1.023,pages/text_355.bin
356,text,5.3931,0.0,1.0276,pages/text_356.bin
357,text,5.4087,0.0,1.0144,pages/text_357.bin
358,text,5.2008,0.0,1.0248,pages/text_358.bin
359,text,5.2582,0.0,1.0276,pages/text_359.bin
360,text,5.389,0.0,1.0192,pages/text_360.bin
361,text,5.3212,0.0,1.0169,pages/text_361.bin
362,text,5.2989,0.0,1.0156,pages/text_362.bin
363,text,5.3215,0.0,1.0194,pages/text_363.bin
364,text,5.5178,0.0,1.0302,pages/text_364.bin
365,text,5.3933,0.0,1.0279,pages/text_365.bin
366,text,5.432,0.0,1.0209,pages/text_366.bin
367,text,5.3405,0.0,1.0237,pages/text_367.bin
368,text,5.376,0.0,1.0181,pages/text_368.bin
369,text,5.3452,0.0,1.0164,pages/text_369.bin
370,text,5.1619,0.0,1.0207,pages/text_370.bin
371,text,5.4231,0.0,1.0304,pages/text_371.bin
372,text,5.4073,0.0,1.0209,pages/text_372.bin
373,text,5.3326,0.0,1.0279,pages/text_373.bin
374,text,5.3396,0.0,1.025,pages/text_374.bin
375,repetitive,7.4222,0.073,1.2442,pages/repetitive_375.bin
376,repetitive,7.3188,0.0,1.1085,pages/repetitive_376.bin
377,repetitive,7.3042,0.0,1.0964,pages/repetitive_377.bin
378,repetitive,7.2874,0.0,1.083,pages/repetitive_378.bin
379,repetitive,7.3141,0.0,1.0902,pages/repetitive_379.bin
380,repetitive,7.3422,0.0,1.0952,pages/repetitive_380.bin
381,repetitive,7.3331,0.0,1.0807,pages/repetitive_381.bin
382,repetitive,7.3024,0.0,1.0782,pages/repetitive_382.bin
383,repetitive,7.3534,0.0,1.0928,pages/repetitive_383.bin
384,repetitive,7.3874,0.0,1.0931,pages/repetitive_384.bin
385,repetitive,7.4126,0.0,1.0842,pages/repetitive_385.bin
386,repetitive,7.3777,0.0,1.081,pages/repetitive_386.bin
387,repetitive,7.3393,0.0,1.0768,pages/repetitive_387.bin
388,repetitive,7.33,0.0,1.081,pages/repetitive_388.bin
389,repetitive,7.3047,0.0,1.081,pages/repetitive_389.bin
390,repetitive,7.2139,0.0,1.0734,pages/repetitive_390.bin
391,repetitive,7.1272,0.0,1.0862,pages/repetitive_391.bin
392,repetitive,7.1648,0.0,1.0975,pages/repetitive_392.bin
393,repetitive,7.1392,0.0,1.0961,pages/repetitive_393.bin
394,repetitive,7.1602,0.0,1.0996,pages/repetitive_394.bin
395,repetitive,7.2007,0.0,1.0949,pages/repetitive_395.bin
396,repetitive,7.2138,0.0,1.0952,pages/repetitive_396.bin
397,repetitive,7.2234,0.0,1.094,pages/repetitive_397.bin
398,repetitive,7.2736,0.0,1.087,pages/repetitive_398.bin
399,repetitive,7.2801,0.0,1.094,pages/repetitive_399.bin
400,repetitive,7.3424,0.0,1.0911,pages/repetitive_400.bin
401,repetitive,7.3378,0.0,1.0868,pages/repetitive_401.bin
402,repetitive,7.3031,0.0,1.0876,pages/repetitive_402.bin
403,repetitive,7.2887,0.0,1.081,pages/repetitive_403.bin
404,repetitive,7.2683,0.0,1.0728,pages/repetitive_404.bin
405,repetitive,7.2744,0.0,1.0664,pages/repetitive_405.bin
406,repetitive,7.158,0.0,1.0765,pages/repetitive_406.bin
407,repetitive,7.1713,0.0,1.0669,pages/repetitive_407.bin
408,repetitive,7.3081,0.0,1.0981,pages/repetitive_408.bin
409,repetitive,7.3132,0.0,1.0967,pages/repetitive_409.bin
410,repetitive,7.283,0.0,1.0897,pages/repetitive_410.bin
411,repetitive,7.2597,0.0,1.0839,pages/repetitive_411.bin
412,repetitive,7.2422,0.0,1.0836,pages/repetitive_412.bin
413,repetitive,7.2528,0.0,1.0905,pages/repetitive_413.bin
414,repetitive,7.2763,0.0,1.0873,pages/repetitive_414.bin
415,repetitive,7.2549,0.0,1.0873,pages/repetitive_415.bin
416,repetitive,7.2309,0.0,1.0862,pages/repetitive_416.bin
417,repetitive,7.103,0.0,1.0943,pages/repetitive_417.bin
418,repetitive,6.9202,0.0,1.0822,pages/repetitive_418.bin
419,repetitive,6.9692,0.0,1.0934,pages/repetitive_419.bin
420,repetitive,7.1079,0.0,1.0847,pages/repetitive_420.bin
421,repetitive,7.1301,0.0,1.0958,pages/repetitive_421.bin
422,repetitive,7.2281,0.0,1.092,pages/repetitive_422.bin
423,repetitive,7.3487,0.0,1.0917,pages/repetitive_423.bin
424,repetitive,7.4291,0.0,1.0964,pages/repetitive_424.bin
425,repetitive,7.3233,0.0,1.0868,pages/repetitive_425.bin
426,repetitive,7.2416,0.0,1.0891,pages/repetitive_426.bin
427,repetitive,7.2112,0.0,1.0862,pages/repetitive_427.bin
428,repetitive,7.2279,0.0,1.0868,pages/repetitive_428.bin
429,repetitive,7.1761,0.0,1.099,pages/repetitive_429.bin
430,repetitive,7.0635,0.0,1.1061,pages/repetitive_430.bin
431,repetitive,6.9722,0.0,1.1043,pages/repetitive_431.bin
432,repetitive,6.8675,0.0,1.1216,pages/repetitive_432.bin
433,repetitive,6.5801,0.0,1.1219,pages/repetitive_433.bin
434,repetitive,6.3396,0.0,1.124,pages/repetitive_434.bin
435,repetitive,6.2009,0.0,1.139,pages/repetitive_435.bin
436,repetitive,6.2002,0.0,1.1356,pages/repetitive_436.bin
437,repetitive,0.0,0.0,4096.0,pages/repetitive_437.bin
438,repetitive,0.0,0.0,4096.0,pages/repetitive_438.bin
439,repetitive,0.0,0.0,4096.0,pages/repetitive_439.bin
440,repetitive,0.0,0.0,4096.0,pages/repetitive_440.bin
441,repetitive,0.0,0.0,4096.0,pages/repetitive_441.bin
442,repetitive,0.0,0.0,4096.0,pages/repetitive_442.bin
443,repetitive,0.0,0.0,4096.0,pages/repetitive_443.bin
444,repetitive,0.0,0.0,4096.0,pages/repetitive_444.bin
445,repetitive,0.0,0.0,4096.0,pages/repetitive_445.bin
446,repetitive,0.0,0.0,4096.0,pages/repetitive_446.bin
447,repetitive,0.0,0.0,4096.0,pages/repetitive_447.bin
448,repetitive,0.0,0.0,4096.0,pages/repetitive_448.bin
449,repetitive,0.0,0.0,4096.0,pages/repetitive_449.bin
450,repetitive,0.0,0.0,4096.0,pages/repetitive_450.bin
451,repetitive,0.0,0.0,4096.0,pages/repetitive_451.bin
452,repetitive,0.0,0.0,4096.0,pages/repetitive_452.bin
453,repetitive,0.0,0.0,4096.0,pages/repetitive_453.bin
454,repetitive,0.0,0.0,4096.0,pages/repetitive_454.bin
455,repetitive,0.0,0.0,4096.0,pages/repetitive_455.bin
456,repetitive,0.0,0.0,4096.0,pages/repetitive_456.bin
457,repetitive,0.0,0.0,4096.0,pages/repetitive_457.bin
458,repetitive,0.0,0.0,4096.0,pages/repetitive_458.bin
459,repetitive,0.0,0.0,4096.0,pages/repetitive_459.bin
460,repetitive,0.0,0.0,4096.0,pages/repetitive_460.bin
461,repetitive,0.0,0.0,4096.0,pages/repetitive_461.bin
462,repetitive,0.0,0.0,4096.0,pages/repetitive_462.bin
463,repetitive,0.0,0.0,4096.0,pages/repetitive_463.bin
464,repetitive,0.0,0.0,4096.0,pages/repetitive_464.bin
465,repetitive,0.0,0.0,4096.0,pages/repetitive_465.bin
466,repetitive,0.0,0.0,4096.0,pages/repetitive_466.bin
467,repetitive,0.0,0.0,4096.0,pages/repetitive_467.bin
